sample,task,student,transcript,recording_path,filtered,subtask_name,task_name,len_seconds,garbage_count,non_final_garbage_count,stutter_count,asterisk_count,filler_count,filtered_transcript,content_transcript,filtered_transcript_no_garbage,num_content_tokens,num_content_types,TTR,cefr,task_completion,keep,cefr_bin,subtask_test_train,task_test_train,task_wer_no_garb,task_cer_no_garb,task_prediction,subtask_wer_no_garb,subtask_cer_no_garb,subtask_prediction,infitms,infitmz,wer_task_subs,wer_task_dels,wer_task_ins,cer_task_subs,cer_task_dels,cer_task_ins,wer_subtask_subs,wer_subtask_dels,wer_subtask_ins,cer_subtask_subs,cer_subtask_dels,cer_subtask_ins
1125,13,26,jag är bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_mjx/recording.wav,False,6_1,6,6.3158125,0,0,0,0,0,jag är bra,jag är bra,jag är bra,3,3,1.0,1.2,1.06,1,1,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.0,0.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1126,13,142,<garbage> god,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_mk2/recording.wav,False,6_1,6,2.229125,1,0,0,0,0,<garbage> god,god,god,1,1,1.0,1.3,1.06,1,1,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,1.0,0.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1127,13,27,jag har bra dagen,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_n6s/recording.wav,False,6_1,6,5.5728125,0,0,0,0,0,jag har bra dagen,jag har bra dagen,jag har bra dagen,4,4,1.0,2.61,1.37,1,2,test,train,9999.0,9999.0,9999,0.0,0.0,jag har bra dagen,0.64,-0.94,9999,9999,9999,9999,9999,9999,1,3,0,4,13,0
1128,13,28,det är bra tack och du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_njv/recording.wav,False,6_1,6,4.45825,0,0,0,0,0,det är bra tack och du,det är bra tack och du,det är bra tack och du,6,6,1.0,3.61,2.85,1,3,test,train,9999.0,9999.0,9999,0.0,0.0,det är bra tack och du,0.64,-0.96,9999,9999,9999,9999,9999,9999,1,5,0,4,18,0
1129,13,154,hej tack du samma <garbage> det är fint <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_nrg/recording.wav,False,6_1,6,4.82975,2,1,0,0,0,hej tack du samma <garbage> det är fint <garbage>,hej tack du samma det är fint,hej tack du samma det är fint,7,7,1.0,2.61,2.83,1,2,test,train,9999.0,9999.0,9999,0.5714285714285714,0.41379310344827586,hej tack för samma öö  fin genu,9.0,9.0,9999,9999,9999,9999,9999,9999,1,6,0,4,25,0
1130,13,29,jätte bra <garbage> hur är det,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_nt6/recording.wav,False,6_1,6,5.9443125,1,1,0,0,0,jätte bra <garbage> hur är det,jätte bra hur är det,jätte bra hur är det,5,5,1.0,2.61,1.96,1,2,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.64,-0.94,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1131,13,30,jag mår bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_pfh/recording.wav,False,6_1,6,4.0866875,0,0,0,0,0,jag mår bra,jag mår bra,jag mår bra,3,3,1.0,3.61,2.37,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.52,1.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1132,13,155,bra bara bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_pht/recording.wav,False,6_1,6,4.82975,0,0,0,0,0,bra bara bra,bra bara bra,bra bara bra,3,2,0.6666666666666666,2.61,1.37,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.51,1.27,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1133,13,31,tack,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_qjy/recording.wav,False,6_1,6,2.229125,0,0,0,0,0,tack,tack,tack,1,1,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1134,13,32,komma på rock konsert med mig det ska bli kul,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_qyu/recording.wav,True,6_1,6,15.6038125,0,0,0,0,0,komma på rock konsert med mig det ska bli kul,komma på rock konsert med mig det ska bli kul,komma på rock konsert med mig det ska bli kul,10,10,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1135,13,157,<garbage> bra <garbage> jätte bra jätte bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_ske/recording.wav,False,6_1,6,9.288,2,1,0,0,0,<garbage> bra <garbage> jätte bra jätte bra,bra jätte bra jätte bra,bra jätte bra jätte bra,5,2,0.4,1.61,1.37,1,1,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,1.52,1.44,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1136,13,33,bra tack <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_smt/recording.wav,False,6_1,6,8.9164375,1,0,0,0,0,bra tack <garbage>,bra tack,bra tack,2,2,1.0,2.61,1.96,1,2,test,eval,9999.0,9999.0,9999,0.0,0.0,bra tack,1.51,1.27,9999,9999,9999,9999,9999,9999,1,1,0,4,4,0
1137,13,34,<garbage> jag är bra idag det har varit en rolig dag,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_snm/recording.wav,False,6_1,6,10.031,1,0,0,0,0,<garbage> jag är bra idag det har varit en rolig dag,jag är bra idag det har varit en rolig dag,jag är bra idag det har varit en rolig dag,10,10,1.0,4.02,2.85,1,4,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.01,0.03,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1138,13,35,hej samma här jag har idag trevlig dag tack för <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_t9k/recording.wav,False,6_1,6,9.6595,1,0,0,0,0,hej samma här jag har idag trevlig dag tack för <garbage>,hej samma här jag har idag trevlig dag tack för,hej samma här jag har idag trevlig dag tack för,10,10,1.0,2.61,1.37,1,2,test,eval,9999.0,9999.0,9999,0.1,0.0425531914893617,hej öösamma här jag har idag trevlig dag tack för,0.64,-0.94,9999,9999,9999,9999,9999,9999,1,9,0,4,43,0
1139,13,115,mycket bra tack så,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_tcb/recording.wav,False,6_1,6,3.3436875,0,0,0,0,0,mycket bra tack så,mycket bra tack så,mycket bra tack så,4,4,1.0,2.61,1.96,1,2,test,train,9999.0,9999.0,9999,0.0,0.0,mycket bra tack så,1.51,1.27,9999,9999,9999,9999,9999,9999,1,3,0,4,14,0
1140,13,99,öö bara bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_tf2/recording.wav,False,6_1,6,9.6595,0,0,0,0,1,öö bara bra,bara bra,öö bara bra,2,2,1.0,2.61,1.96,1,2,test,eval,9999.0,9999.0,9999,0.3333333333333333,0.18181818181818182,öö  bar bra,1.51,1.27,9999,9999,9999,9999,9999,9999,1,2,0,4,7,0
1141,13,100,öö <garbage> jätte bra hur mår du min kompis,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_udb/recording.wav,False,6_1,6,7.058875,1,1,0,0,1,öö <garbage> jätte bra hur mår du min kompis,jätte bra hur mår du min kompis,öö jätte bra hur mår du min kompis,7,7,1.0,4.02,2.85,1,4,eval,test,0.375,0.2647058823529412,öö jet är jätte bra hur mår du en kompis,9999.0,9999.0,9999,0.01,0.03,1,0,2,1,1,7,9999,9999,9999,9999,9999,9999
1142,13,36,god god tack hur mår du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_vq3/recording.wav,False,6_1,6,6.3158125,0,0,0,0,0,god god tack hur mår du,god god tack hur mår du,god god tack hur mår du,6,5,0.8333333333333334,3.04,2.37,1,3,test,test,0.0,0.0,god god tack hur mår du,0.3333333333333333,0.17391304347826086,d en god tack hur mår du,0.01,-0.29,0,0,0,0,0,0,0,0,0,0,0,0
1143,13,37,jag mår bra hur mår du är jätte trevlig att träffa dig,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_vq5/recording.wav,False,6_1,6,10.031,0,0,0,0,0,jag mår bra hur mår du är jätte trevlig att träffa dig,jag mår bra hur mår du är jätte trevlig att träffa dig,jag mår bra hur mår du är jätte trevlig att träffa dig,12,11,0.9166666666666666,4.02,2.85,1,4,eval,test,0.16666666666666666,0.07407407407407407,jag mår bra hur mår du et är jätte trevligt att träffa dig,9999.0,9999.0,9999,0.01,0.03,1,0,1,0,0,4,9999,9999,9999,9999,9999,9999
1144,13,117,hej på dig jag är bra hur mår du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_vy7/recording.wav,False,6_1,6,6.3158125,0,0,0,0,0,hej på dig jag är bra hur mår du,hej på dig jag är bra hur mår du,hej på dig jag är bra hur mår du,9,9,1.0,4.02,2.85,1,4,test,test,0.2222222222222222,0.03125,hej pådig jag är bra hur mår du,0.1111111111111111,0.03125,hej po dig jag är bra hur mår du,0.01,0.03,1,1,0,0,1,0,1,1,0,0,1,0
1145,13,38,bra bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_w28/recording.wav,False,6_1,6,2.972125,0,0,0,0,0,bra bra,bra bra,bra bra,2,1,0.5,2.06,1.37,1,2,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.43,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1146,13,146,<garbage> jag är bra och du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_w4x/recording.wav,False,6_1,6,4.82975,1,0,0,0,0,<garbage> jag är bra och du,jag är bra och du,jag är bra och du,5,5,1.0,3.04,2.37,1,3,test,train,9999.0,9999.0,9999,0.0,0.0,jag är bra och du,0.01,-0.29,9999,9999,9999,9999,9999,9999,1,4,0,4,13,0
1147,13,158,hej,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_wgp/recording.wav,False,6_1,6,8.9164375,0,0,0,0,0,hej,hej,hej,1,1,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1148,13,118,jag jag öö var en skola och nu jag gör läxor,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_x7v/recording.wav,False,6_1,6,9.288,0,0,0,0,1,jag jag öö var en skola och nu jag gör läxor,jag jag var en skola och nu jag gör läxor,jag jag öö var en skola och nu jag gör läxor,10,8,0.8,2.61,1.83,1,2,test,train,9999.0,9999.0,9999,0.09090909090909091,0.06818181818181818,jag jag öö var en skola och nu jag gör läktior,0.64,-0.94,9999,9999,9999,9999,9999,9999,1,10,0,4,40,0
1149,13,40,det var kul kul,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_xhp/recording.wav,False,6_1,6,9.6595,0,0,0,0,0,det var kul kul,det var kul kul,det var kul kul,4,3,0.75,1.2,1.06,1,1,test,test,0.5,0.26666666666666666,det var kung kung,0.75,0.26666666666666666,et var bun kull,1.0,0.0,2,0,0,2,0,2,2,0,0,2,0,2
1150,13,41,jag har det bra tack,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_ygy/recording.wav,False,6_1,6,4.82975,0,0,0,0,0,jag har det bra tack,jag har det bra tack,jag har det bra tack,5,5,1.0,3.61,1.96,1,3,test,test,0.0,0.0,jag har det bra tack,0.4,0.1,jag hadet bra tack,0.64,-0.96,0,0,0,0,0,0,0,0,0,0,0,0
1151,13,147,<garbage> bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_z42/recording.wav,False,6_1,6,7.801875,1,0,0,0,0,<garbage> bra,bra,bra,1,1,1.0,1.61,1.96,1,1,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,1.52,1.44,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1152,13,159,ja jag heter krista<name>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_zeg/recording.wav,False,6_1,6,4.0866875,0,0,0,0,0,ja jag heter krista,ja jag heter krista,ja jag heter krista,4,4,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1153,13,43,jag är okej och du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_zhj/recording.wav,False,6_1,6,4.45825,0,0,0,0,0,jag är okej och du,jag är okej och du,jag är okej och du,5,5,1.0,3.61,2.85,1,3,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.64,-0.96,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1154,13,44,är bra idag hur är dig,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_zr7/recording.wav,False,6_1,6,9.6595,0,0,0,0,0,är bra idag hur är dig,är bra idag hur är dig,är bra idag hur är dig,6,5,0.8333333333333334,2.61,1.96,1,2,test,eval,9999.0,9999.0,9999,0.3333333333333333,0.045454545454545456,är bra i dag hur är dig,0.64,-0.94,9999,9999,9999,9999,9999,9999,1,5,0,4,18,0
1155,13,174,öö jag hade öö kul <garbage> dag jag jag tycker att <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/joens_ztz/recording.wav,False,6_1,6,9.6595,2,1,0,0,2,öö jag hade öö kul <garbage> dag jag jag tycker att <garbage>,jag hade kul dag jag jag tycker att,öö jag hade öö kul dag jag jag tycker att,8,6,0.75,2.03,2.27,1,2,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,9.0,2.45,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1156,13,46,öö öö allting är bra hej trevliga träf-,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_247/recording.wav,False,6_1,6,9.6595,0,0,1,0,2,öö öö allting är bra hej trevliga träf,allting är bra hej trevliga,öö öö allting är bra hej trevliga träf,5,5,1.0,3.04,2.37,1,3,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.01,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1157,13,47,bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_2pw/recording.wav,False,6_1,6,2.229125,0,0,0,0,0,bra,bra,bra,1,1,1.0,1.61,1.37,1,1,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.52,1.44,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1158,13,48,<garbage> jag mår bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_46m/recording.wav,False,6_1,6,3.7151875,1,0,0,0,0,<garbage> jag mår bra,jag mår bra,jag mår bra,3,3,1.0,3.04,1.96,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.01,-0.29,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1159,13,50,jag är jag är bra tack,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_8gp/recording.wav,False,6_1,6,4.45825,0,0,0,0,0,jag är jag är bra tack,jag är jag är bra tack,jag är jag är bra tack,6,4,0.6666666666666666,2.61,2.37,1,2,test,train,9999.0,9999.0,9999,0.0,0.0,jag är jag är bra tack,1.51,1.27,9999,9999,9999,9999,9999,9999,1,5,0,4,18,0
1160,13,160,det är rosa jag är sjutton år,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_aa8/recording.wav,False,6_1,6,5.5728125,0,0,0,0,0,det är rosa jag är sjutton år,det är rosa jag är sjutton år,det är rosa jag är sjutton år,7,6,0.8571428571428571,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1161,13,51,det var ganska bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_bd3/recording.wav,False,6_1,6,7.5093125,0,0,0,0,0,det var ganska bra,det var ganska bra,det var ganska bra,4,4,1.0,2.61,1.37,1,2,train,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.64,-0.94,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1162,13,52,<garbage> jag <garbage> vad du sade,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_ef5/recording.wav,True,6_1,6,9.6595,2,1,0,0,0,<garbage> jag <garbage> vad du sade,jag vad du sade,jag vad du sade,4,4,1.0,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1163,13,53,jag är bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_ewy/recording.wav,False,6_1,6,2.972125,0,0,0,0,0,jag är bra,jag är bra,jag är bra,3,3,1.0,2.03,1.37,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.01,-0.11,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1164,13,54,ja jag har bra och du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_f4j/recording.wav,False,6_1,6,4.45825,0,0,0,0,0,ja jag har bra och du,ja jag har bra och du,ja jag har bra och du,6,6,1.0,4.02,2.85,1,4,test,test,0.0,0.0,ja jag har bra och du,0.0,0.0,ja jag har bra och du,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0
1165,13,121,jag har en bra dag jag har en bra dag,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_gky/recording.wav,False,6_1,6,5.20125,0,0,0,0,0,jag har en bra dag jag har en bra dag,jag har en bra dag jag har en bra dag,jag har en bra dag jag har en bra dag,10,5,0.5,3.04,2.37,1,3,test,eval,9999.0,9999.0,9999,0.0,0.0,jag har en bra dag jag har en bra dag,0.01,-0.29,9999,9999,9999,9999,9999,9999,1,9,0,4,33,0
1166,13,56,det är måndag och jag är lite trött,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_gqe/recording.wav,False,6_1,6,4.82975,0,0,0,0,0,det är måndag och jag är lite trött,det är måndag och jag är lite trött,det är måndag och jag är lite trött,8,7,0.875,3.61,2.37,1,3,test,train,9999.0,9999.0,9999,0.0,0.0,det är måndag och jag är lite trött,1.52,1.3,9999,9999,9999,9999,9999,9999,1,7,0,4,31,0
1167,13,175,bra jag mår jätte bra <garbage> jag mår jätte bra och du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_ht6/recording.wav,False,6_1,6,8.5449375,1,1,0,0,0,bra jag mår jätte bra <garbage> jag mår jätte bra och du,bra jag mår jätte bra jag mår jätte bra och du,bra jag mår jätte bra jag mår jätte bra och du,11,6,0.5454545454545454,3.61,2.37,1,3,test,eval,9999.0,9999.0,9999,0.09090909090909091,0.043478260869565216,bra jag mår jätte bra jag mår jätte bra ärh du,0.64,-0.96,9999,9999,9999,9999,9999,9999,1,10,0,4,42,0
1168,13,57,hejsan hejsan jag mår bra hur mår du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_jjz/recording.wav,False,6_1,6,6.3158125,0,0,0,0,0,hejsan hejsan jag mår bra hur mår du,hejsan hejsan jag mår bra hur mår du,hejsan hejsan jag mår bra hur mår du,8,6,0.75,4.62,2.85,1,5,test,test,0.125,0.05555555555555555,hejsan hejs jag mår bra hur mår du,0.125,0.05555555555555555,hejsan hesen jag mår bra hur mår du,1.38,0.71,1,0,0,0,2,0,1,0,0,0,2,0
1169,13,58,bra jag mår bra du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_jrg/recording.wav,False,6_1,6,5.9443125,0,0,0,0,0,bra jag mår bra du,bra jag mår bra du,bra jag mår bra du,5,4,0.8,3.04,2.85,1,3,test,train,9999.0,9999.0,9999,0.0,0.0,bra jag mår bra du,0.01,-0.29,9999,9999,9999,9999,9999,9999,1,4,0,4,14,0
1170,13,162,<garbage> jag mår bra <garbage> och du,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_jta/recording.wav,False,6_1,6,6.4853125,2,1,0,0,0,<garbage> jag mår bra <garbage> och du,jag mår bra och du,jag mår bra och du,5,5,1.0,4.02,2.85,1,4,test,test,0.0,0.0,jag mår bra och du,0.0,0.0,jag mår bra och du,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0
1171,13,60,he- hej jag är bra ganska kul att se dig också hur går det,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_kr8/recording.wav,False,6_1,6,9.6595,0,0,1,0,0,he hej jag är bra ganska kul att se dig också hur går det,hej jag är bra ganska kul att se dig också hur går det,he hej jag är bra ganska kul att se dig också hur går det,13,13,1.0,4.02,2.85,1,4,test,test,0.07142857142857142,0.017543859649122806,hej hej jag är bra ganska kul att se dig också hur går det,0.14285714285714285,0.03508771929824561,hej hej jag är bra ganska kul att se dig också hur går de,0.01,0.03,1,0,0,0,0,1,1,0,0,0,0,1
1172,13,163,<garbage> ja jag är bra tack hur är det,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/6/6_1/jyvas_pe5/recording.wav,False,6_1,6,5.20125,1,0,0,0,0,<garbage> ja jag är bra tack hur är det,ja jag är bra tack hur är det,ja jag är bra tack hur är det,8,7,0.875,3.61,2.85,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.52,1.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
